"ACCOUNT","ACCR_CATEG","QUESTION_LABEL","RESPONSE_2015","RESPONSE_2014","RESPONSE_2013","AVG_2015","AVG_2014","AVG_2013"
"Hawaii","Specialty Exams Information","Number of State Only Independent IT Examinations","0","0","0",18.32,18.77,0
"Hawaii","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","0",0,0,18.05
"Hawaii","Specialty Exams Information","Report Average Turnaround Time in Days","0","0","0",0,0,24.64
"Hawaii","Specialty Exams Information","Total Number of IT Examinations -- Total","5","0","1",30.53,29.96,31.77
"Hawaii","Workforce Information","FTE Actually Allocated: BSA Examiners","1","0","0",1.59,0,0
"Hawaii","Workforce Information","FTE Actually Allocated: Compliance Examiners","3","0","0",1.69,0,0
"Hawaii","Workforce Information","FTE Actually Allocated: Holding Company Examiners","0","0","0",0.02,0,0
"Hawaii","Workforce Information","FTE Actually Allocated: IS Examiners","1","0","0",1.41,0,0
"Hawaii","Workforce Information","FTE Actually Allocated: Other Examiners","6","0","0",4.33,0,0
"Hawaii","Workforce Information","FTE Actually Allocated: Safety and Soundness Examiners","6","0","0",33.94,0,0
"Hawaii","Workforce Information","FTE Actually Allocated: Trust Examiners","2","0","0",1.55,0,0
"Hawaii","Workforce Information","Other Cross-Trained: BSA Examiners","1","0","0",14.73,0,0
"Hawaii","Workforce Information","Other Cross-Trained: Compliance Examiners","1","0","0",1.1,0,0
"Hawaii","Workforce Information","Other Cross-Trained: Holding Company Examiners","0","0","0",5.71,0,0
"Hawaii","Workforce Information","Other Cross-Trained: IS Examiners","1","0","0",4.1,0,0
"Hawaii","Workforce Information","Other Cross-Trained: Other Examiners","0","0","0",1.57,0,0
"Hawaii","Workforce Information","Other Cross-Trained: Safety and Soundness Examiners","6","0","0",3.53,0,0
"Hawaii","Workforce Information","Other Cross-Trained: Trust Examiners","2","0","0",3.37,0,0
"Hawaii","Turnover Information","Examiner Turnover %","18","17.7","28.6",14.02,11.63,11.62
"Hawaii","Turnover Information","Reason: Death","0","0","1",0.04,0.04,0.11
"Hawaii","Turnover Information","Reason: Other","0","0","1",0.12,0.27,0.34
"Hawaii","Turnover Information","Reason: Promotion to Office","0","0","0",0.17,0.16,0.05
"Hawaii","Turnover Information","Reason: Resignation to work in a financial institution (bank, holding company, trust company, etc.)","0","0","1",0.94,0.84,0.89
"Hawaii","Turnover Information","Reason: Resignation to work in private sector other than a financial institution","2","0","0",0.6,0.33,0.4
"Hawaii","Turnover Information","Reason: Resignation to work with Federal Agency","0","0","0",0.42,0.47,0.65
"Hawaii","Turnover Information","Reason: Resignation with no reason given","0","0","0",0.75,0.69,0.42
"Hawaii","Turnover Information","Reason: Retirement","1","0","0",1.17,1.45,0.89
"Hawaii","Turnover Information","Reason: Termination","0","2","0",0.29,0.33,0.35
"Hawaii","Turnover Information","Reason: Transfer to work with other State Agency","1","1","3",0.29,0.16,0.2
"Hawaii","Turnover Information","Total Number of Examiners","19","22","17",41.75,49.16,40.96
"Hawaii","Years of Service","Number of Examiners: Experience 2 to 5 Yrs","2","1","6",8.67,10.27,6.16
"Hawaii","Years of Service","Number of Examiners: Experience <2 Yrs","4","5","4",8.02,10.05,7.05
"Hawaii","Years of Service","Number of Examiners: Experience > 25 Yrs","1","0","0",5.4,5.71,5.25
"Hawaii","Years of Service","Number of Examiners: Experience >15 to 25 Yrs","2","2","2",6.77,7.64,7.96
"Hawaii","Years of Service","Number of Examiners: Experience >5 to 15 Yrs","6","14","5",13.88,15.27,15.39
"Hawaii","Years of Service","Total Number of Examiners","19","22","17",41.75,49.16,40.96
"Idaho","General Agency Information","Credit Card Banks -- Authority to Supervise","Yes","Yes","Yes",0.48,0.48,0.48
"Idaho","General Agency Information","Credit Card Banks: Number Superviseded","0","0","0",0.16,0,0.16
"Idaho","General Agency Information","Credit Unions -- Authority to Supervise","Yes","Yes","Yes",0.67,0.67,0.67
"Idaho","General Agency Information","Credit Unions: Number Superviseded","25","0","29",42.52,0,45.95
"Idaho","General Agency Information","Does your department currently have a fee sharing agreement with another state?","Yes","Yes","Yes",0.3,0.3,0.3
"Idaho","General Agency Information","Does your department have a dedicated fund (e.g., a separate and distinct account from the state general fund?)","0","0","0",0,0,0
"Idaho","General Agency Information","Industrial Loan Corporations -- Number Supervised","0","0","0",0,0,0
"Idaho","General Agency Information","Industrial Loan Corporations -- NumberSupervised","0","0","0",0,0,0
"Idaho","General Agency Information","Is any part of your examination staff unionized?","No","No","No",0.63,0.63,0.63
"Idaho","General Agency Information","Is your department independent, or part of a larger agency?","Part of a Larger Agency","Part of a Larger Agency","Part of a Larger Agency",0.6,0.6,0.59
"Idaho","General Agency Information","Multi-Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.57,0.57,0.59
"Idaho","General Agency Information","One Bank Holding Companies -- Authority to Supervise","Yes","Yes","Yes",0.64,0.64,0.64
"Idaho","Budget Information","Actual Expenditures","6664646","6624087","6227200",11851967,11071164,9704831
"Idaho","Budget Information","Amount Allocated to Commercial Bank Supervision","1902547","1793505","1718256",4837836,5336813,4979506
"Idaho","Budget Information","Amount Returned to General Fund","5240709","4957765","5934941",83398256,10574719,10546900
"Idaho","Budget Information","Budgeted Training Expense","65100","50000","38661",159087,165044,154024
"Idaho","Budget Information","Dedicated Fund","Yes","Yes","0",0.74,0.7,0
"Idaho","Budget Information","Does your department charge an hourly bank examination fee?","No","No","No",0.59,0.56,0.5
"Idaho","Budget Information","Hourly Fee","0","0","0",0,0,30
"Idaho","Budget Information","If yes, does this include specialty examinations (e.g., Trust, IT, etc.)? -- Hourly Fee","0","0","0",0,0,49
"Idaho","Budget Information","Total Budget Approved","7650000","7110900","6762800",12759425,13042590,12791104
"Idaho","Sources of Funding","Insurance","0.0","0.0","0.0",0.76,0.82,0.82
"Idaho","Sources of Funding","Insured Depositories Below $10 Billion","29.8","31.1","29.0",39.68,42.14,40.92
"Idaho","Sources of Funding","Insured Depositories Over $10 Billion","0.0","0.0","0.0",9.76,9.07,10.81
"Idaho","Sources of Funding","Securities","49.2","48.5","44.0",7.46,8.41,7.04
"Idaho","Sources of Funding","State-Licensed Mortgage Providers","6.8","5.9","13.0",11.51,11.89,11.4
"Idaho","Depository Information","Commercial Banks: Number Supervised","11","11","14",80.3,83.54,86.09
"Idaho","Depository Information","Commercial Banks: Total Assets","4635672000","4446479000","5676954000",78498824339,68136896978,68383944036
"Idaho","Depository Information","Industrial Loan Corporations: Total Assets","0","0","0",0,0,0
"Idaho","Depository Information","Non-depository Trust Companies: Number Supervised","0","0","0",7.41,7.22,7.2
"Idaho","Depository Information","Non-depository Trust Companies: Total Assets","0","0","0",33944527933,50384474720,671011628226
"Idaho","Depository Information","Savings Banks/Savings and Loans: Number Supervised","0","0","0",9.13,9.16,9.38
"Idaho","Depository Information","Total Assets (if supervised): Savings Banks","0","0","0",7960427954,7407111029,7158869878
"Idaho","Application Information","Conversions from Federal Thrift to State Depository Institutions(Approved)","0","0","0",0.13,0.26,0
"Idaho","Application Information","Conversions from Federal Thrift to State Thrift -- Approved","0","0","0",0.05,0.14,0.12
"Idaho","Application Information","Conversions from National Bank to State Depository Institutions -- Approved","0","1","0",0.44,0.6,0.61
"Idaho","Application Information","De Novo Bank Affiliated Trust Companies -- Approved","0","0","0",0.04,0.02,0.04
"Idaho","Application Information","De Novo Independent Trust Companies -- Approved","0","0","0",0.54,0.23,0.27
"Idaho","Application Information","De Novo State Bank Charters -- Approved","0","0","0",0.04,0,0.02
"Idaho","Application Information","State Depository Institution Conversions to Federal Thrift Charters -- Approved","0","0","0",0,0,0
"Idaho","Application Information","State Depository Institution Conversions to National Bank Charters -- Approved","0","0","0",0.04,0,0.04
"Idaho","Examination Information","Bank Exams: Number of Concurrent Examinations","0","0","0",0.51,0.51,1.04
"Idaho","Examination Information","Bank Exams: Number of Joint Examinations with Federal Lead","5","4","12",8.74,9.53,12.39
"Idaho","Examination Information","Bank Exams: Number of Joint Examinations with State Lead","4","7","4",9.63,8.54,10.18
"Idaho","Examination Information","Bank Exams: Number of State Only Independent Examinations","1","1","0",24,25.16,25.84
"Idaho","Examination Information","Holding Company Enforcement Actions (End of the Year)","0","0","0",0.09,0.07,0.13
"Idaho","Examination Information","Holding Company Enforcement Actions (Start of the Year)","0","0","0",0.13,0.11,0.14
"Idaho","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","4",1.38,2.04,2.88
"Idaho","Examination Information","Holding Company Enforcement Actions Joint with Federal Agency (Start of the Year)","0","4","5",1.95,2.86,3.79
"Idaho","Examination Information","Insured Depositories Enforcement Actions (End of the Year)","0","0","0",1.2,1.14,1.73
"Idaho","Examination Information","Insured Depositories Enforcement Actions (Start of the Year)","0","0","0",1.43,1.84,2.21
"Idaho","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (End of the Year)","0","0","6",9.5,13.43,16.5
"Idaho","Examination Information","Insured Depositories Enforcement Actions Joint with Federal Agency (Start of the Year)","0","6","6",12.75,16.95,22.5
"Idaho","Examination Information","Number of 4 and 5 rated banks (End of Year)","0","0","2",2.3,4.05,5.66
"Idaho","Examination Information","Number of 4 and 5 rated banks (Start of Year)","0","2","4",4.09,6.14,8.27
"Idaho","Examination Information","Number of failed institutions","0","1","0",0.13,0.14,0.3
"Idaho","Examination Information","Total Number of Examinations -- Total","10","12","16",42.46,43.3,48.98
"Idaho","Examination Information","Were examination frequency requirements met?","Yes","Yes","Yes",0.92,0.92,0.93
"Idaho","Report Turnaround Information","Turnaround time (days): Independent Examinations","26","0","0",31.42,29.88,29.88
"Idaho","Report Turnaround Information","Turnaround time (days): Joint Examinations with FDIC Lead","0","77","77",19.27,27.1,27.1
"Idaho","Report Turnaround Information","Turnaround time (days): Joint Examinations with Federal Reserve Lead","44","64","64",39.98,38.04,38.04
"Idaho","Report Turnaround Information","Turnaround time (days): Joint Examinations with State Lead","28","46","46",35.7,44.02,44.02
"Idaho","Specialty Exams Information","BSA Exams: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0.7,0.75,1.7
"Idaho","Specialty Exams Information","BSA Exams: Number of Independent Examinations","1","1","0",23.55,27.66,25.89
"Idaho","Specialty Exams Information","BSA Exams: Number of Joint Examinations with the Federal Reserve","9","9","9",17,17.79,19.57
"Idaho","Specialty Exams Information","BSA Exams: Total Number of Examinations","10","10","9",40.53,45.39,46.33
"Idaho","Specialty Exams Information","Bank Holding Companies: Number of Concurrent Examinations with the Federal Reserve","0","0","0",0,0.14,0.46
"Idaho","Specialty Exams Information","Bank Holding Companies: Number of Independent Examinations","0","0","0",9.96,10.77,12.46
"Idaho","Specialty Exams Information","Bank Holding Companies: Number of Joint Examinations with the Federal Reserve","0","1","0",1.59,1.7,3.2
"Idaho","Specialty Exams Information","Bank Holding Companies: Total Number of Examinations","0","1","0",11.35,12.39,15.84
"Idaho","Specialty Exams Information","Compliance Exams: Total Number of Examinations","2","1","8",43.58,42.79,47.21
"Idaho","Specialty Exams Information","Does your department participate in FFIEC examinations of TSPs?","Yes","Yes","No",0.36,0.42,0.58
"Idaho","Specialty Exams Information","Has your department implemented the CSBS/FS-ISAC/US Secret Service Corporate Account Takeover (CATO) Best Practices?","No","No","No",0.44,0.42,0.52
"Idaho","Specialty Exams Information","Non-depository Trust: Total Number of Examinations","0","0","0",4.75,4.75,4.2
"Idaho","Specialty Exams Information","Number of Concurrent IT Examinations -- Total","0","0","0",0.61,1.37,2.35
"Idaho","Specialty Exams Information","Number of Joint IT Examinations -- Total","9","9","9",11.91,10.16,11.68
"Idaho","Specialty Exams Information","Number of State Only Independent IT Examinations","1","1","0",18.32,18.77,0
"Idaho","Specialty Exams Information","Number of State Only Independent IT Examinations -- Total","0","0","0",0,0,18.05
"Idaho","Specialty Exams Information","Report Average Turnaround Time in Days","0","0","0",27.63,27.63,24.64
"Idaho","Specialty Exams Information","Total Number of IT Examinations -- Total","10","10","9",30.53,29.96,31.77
"Idaho","Workforce Information","FTE Actually Allocated: BSA Examiners","0","0","0",1.59,0,0
"Idaho","Workforce Information","FTE Actually Allocated: Compliance Examiners","0","0","0",1.69,0,0
